Catalog#,Artist,Title,Label,Format,Released,release_id,CollectionFolder,Date Added,date,Time,Label1,Label2,Same_label,Format_category,Value
ENO2LP6,Brian Eno,Ambient 1 (Music For Airports),Virgin EMI Records,"x"", Album, Ltd, RE, Hal",2018,12801239,Uncategorized,02/11/2019 11:26,11/02/2019,11:26:00,Virgin EMI Records,,Different,"x"", Album, Ltd, RE, Hal",4
"7243 8 41498 2 6, CDVUS 105",Cracker,The Golden Age,"Virgin, Virgin","CD, Album",1996,2483658,Uncategorized,07/12/2019 22:33,12/07/2019,22:33:00,Virgin,Virgin,Same,CD,7
W25-10,Sarah Davachi,Pale Bloom,W.25th,"LP, Album",2019,13749452,Uncategorized,31/10/2019 22:56,31/10/2019,22:56:00,W.25th,,Different,LP,34
W25-11,Nivhek,After Its Own Death / Walking In A Spiral Towards The House,W.25TH,LP + LP + Album,2019,13853154,Uncategorized,03/11/2019 10:58,11/03/2019,10:58:00,W.25TH,,Different,LP,17
WG 125,Colored Mushroom And The Medicine Rocks,Colored Mushroom And The Medicine Rocks,Wagon,"LP, Ltd, Col",2010,2466097,Uncategorized,22/11/2019 23:04,22/11/2019,23:04:00,Wagon,,Different,LP,35
warp lp 329,Autechre,SIGN,Warp Records,"xLP, Album",2020,16061701,Uncategorized,12/09/2021 15:16,09/12/2021,15:16:00,Warp Records,,Different,LP,49
warp lp 338,Autechre,PLUS,Warp Records,"xLP, Album",2020,16240829,Uncategorized,27/12/2020 11:08,27/12/2020,11:08:00,Warp Records,,Different,LP,19
WARP LP49R,Autechre,Chiastic Slide,Warp Records,"xLP, Album, RE",2021,21019018,Uncategorized,18/11/2021 02:45,18/11/2021,02:45:00,Warp Records,,Different,LP,41
WARPCD120,Gravenhurst,Flashlight Seasons,Warp Records,"CD, Album",2004,310226,Uncategorized,12/09/2023 01:17,09/12/2023,01:17:00,Warp Records,,Different,CD,4
WARPCD150,Mira Calix,Eyes Set Against The Sun,Warp Records,"CD, Album",2007,889319,Uncategorized,01/12/2019 00:12,12/01/2019,00:12:00,Warp Records,,Different,CD,3
WARPCD157,Gravenhurst,The Western Lands,Warp Records,"CD, Album",2007,1065386,Uncategorized,12/09/2023 01:29,09/12/2023,01:29:00,Warp Records,,Different,CD,6
warpcd169,Mira Calix,The Elephant In The Room: 3 Commissions,Warp Records,"CD, Album",2008,1526346,Uncategorized,01/12/2019 00:22,12/01/2019,00:22:00,Warp Records,,Different,CD,3
WARPLP25R,Autechre,Amber,Warp Records,"xLP, Album, RE, RP",2016,9326781,Uncategorized,02/11/2019 11:14,11/02/2019,11:14:00,Warp Records,,Different,LP,36
WARPLP293,Yves Tumor,Safe In The Hands Of Love,Warp Records,"xLP, Album",2018,12628574,Uncategorized,25/11/2019 12:30,25/11/2019,12:30:00,Warp Records,,Different,LP,15
WARPLP304X,Yves Tumor,Heaven To A Tortured Mind,Warp Records,"LP, Album, Ltd, Sil",2020,15040025,Uncategorized,26/04/2020 12:32,26/04/2020,12:32:00,Warp Records,,Different,LP,49
warpcd123,Boards Of Canada,The Campfire Headphase,"Warp Records, Music70","CD, Album, Dis",2005,18106816,Uncategorized,12/09/2023 01:20,09/12/2023,01:20:00,Warp Records,Music70,Different,CD,3
WV169LPC1,Goldmund,Occasus,Western Vinyl,"LP, Album, Ltd, Whi",2018,11851640,Uncategorized,22/11/2019 17:41,22/11/2019,17:41:00,Western Vinyl,,Different,LP,13
WV185,Machinefabriek,With Voices,Western Vinyl,"LP, Album, Red",2019,13073724,Uncategorized,31/10/2019 23:15,31/10/2019,23:15:00,Western Vinyl,,Different,LP,13
XK018,Kali Malone,Velocity Of Sleep,XKatedral,"LP, RE",2021,20599528,Uncategorized,13/05/2022 05:32,13/05/2022,05:32:00,XKatedral,,Different,LP,23
XK019-COL,Tongue Depressor,Burnish,XKatedral,"LP, Album, Gre",2022,22298974,Uncategorized,01/03/2022 04:18,03/01/2022,04:18:00,XKatedral,,Different,LP,17
XL1196LPE,The Smile (5),A Light For Attracting Attention,XL Recordings,"xLP, Album, Ltd, Yel",2022,23529293,Uncategorized,16/06/2022 11:58,16/06/2022,11:58:00,XL Recordings,,Different,LP,46
XL987LPE,Thom Yorke,Anima,XL Recordings,"x"", Album, Ltd, Ora",2019,13888965,Uncategorized,22/11/2019 18:09,22/11/2019,18:09:00,XL Recordings,,Different,"x"", Album, Ltd, Ora",4
"XLLP868, XLLP868X",Radiohead,OK Computer OKNOTOK 1997 2017,"XL Recordings, XL Recordings","xLP, Album, Ltd, RE, RM, Blu",2017,10544976,Uncategorized,02/11/2019 11:08,11/02/2019,11:08:00,XL Recordings,XL Recordings,Same,LP,36
GR-021,Raum (4),Daughter,Yellow Electric,"LP, Ltd + LP, S/Sided + Album",2022,22631921,Uncategorized,13/11/2022 04:34,13/11/2022,04:34:00,Yellow Electric,,Different,LP,49
yeb-7746,Jun Miyake,Lost Memory Theatre - Act-2,Yellowbird,"CD, Album",2014,6969394,Uncategorized,07/12/2019 22:56,12/07/2019,22:56:00,Yellowbird,,Different,CD,2
MIR 100708,Эдуард Артемьев,Solaris - Music From The Motion Picture By Andrey Tarkovsky,Мирумир,"LP, Album",2013,4837043,Uncategorized,03/11/2019 10:53,11/03/2019,10:53:00,Мирумир,,Different,LP,24
MIR100202,John Cage,Cheap Imitation,Мирумир,"LP, Album, RE",2012,3773128,Uncategorized,31/10/2019 23:16,31/10/2019,23:16:00,Мирумир,,Different,LP,46
